Доп. объявление группы	Тип объявления	Мобильное объявление	ID группы	Название группы	Номер группы	"Статус ""Мало показов"""	Тип кампании	ID кампании (локальный)	ID кампании (серверный)	Название кампании	Валюта	ID фразы	Фраза (с минус-словами)	ID объявления	Заголовок 1	Заголовок 2	Текст	Ссылка	Отображаемая ссылка	Регион	Ставка	Ставка в сетях	Контакты	Статус объявления	Статус фразы	Заголовки быстрых ссылок	Описания быстрых ссылок	Адреса быстрых ссылок	Параметр 1	Параметр 2	Метки	Изображение	Креатив	Статус модерации креатива	Уточнения	Минус-фразы на группу	Минус-фразы на кампанию	Возрастные ограничения	Ссылка на приложение в магазине	Тип устройства	Тип связи	Версия ОС	Трекинговая ссылка	Иконка	Рейтинг	Количество оценок	Цена
-	Текстово-графическое	 -	1503602796	грузоперевозки_3	2	 -	Текстово-графическая кампания	1	18489589	Грузоперевозки_Поиск	RUB	5894277971	грузоперевозки цена	2143530967	Грузоперевозки цена. Чита, жми!		Грузоперевозки цена. Быстро и недорого! Грузчики!	http://лайт-трек.рф/		Забайкальский край	35	0,3				Рассчитать стоимость по Чите||Рассчитать стоимость по краю||||		http://лайт-трек.рф/#calc_chita||http://лайт-трек.рф/#calc_krai||||				https://direct.yandex.ru/images/direct/245420/NN7BlRfP-bceOpWphM2kLQ
